id,ma_thiet_bi,associated_with,loai_id,hang_san_xuat_id,so_dang_ky,so_giay_dang_kiem,nam_san_xuat,nam_su_dung,so_khung,so_may,dv_so_huu_id,dv_quan_ly_id,dv_thue_id,khu_vuc_id,model_id,ghi_chu,tag_1,last_modified_by_user_id
292,KV-06,KV_06,14,17,KV 06,,1990,2001,,,2,6,1000,2,1000,,Forklift,
293,KV-07,KV_07,14,22,KV 07,,1996,2004,,,2,6,1000,2,1000,,Forklift,
294,KV-09,KV_09,19,22,KV 09,,1990,2001,,,2,5,1000,3,1000,,Forklift,
295,KV-10,KV_10,19,19,KV 10,,2001,2004,28088,2Z 0076596,2,5,1000,1,1000,,Forklift,
296,KV-11,KV_11,19,17,KV 11,,1991,2001,53033,541865,2,5,1000,1,1000,,Forklift,
297,KV-12,KV_12,19,22,KV 12,,1990,2001,,504542,2,5,1000,1,1000,,Forklift,
298,KV-13,KV_13,14,22,KV 13,,1994,2002,456914,,2,6,1000,1,1000,,Forklift,
299,KV-14,KV_14,14,22,KV 14,,2002,2002,563822,277545659,2,6,1000,1,1000,,Forklift,
300,KV-15,KV_15,14,22,KV 15,,1996,2003,335194,64515,2,5,1000,2,1000,,Forklift,
301,KV-16,KV_16,14,22,KV 16,,1996,2003,371934,11521,2,6,1000,2,1000,,Forklift,
302,KV-17,KV_17,19,22,KV 17,,1996,2003,,,2,5,1000,2,1000,,Forklift,
303,KV-19,KV_19,14,22,KV 19,,2003,2003,,,2,6,1000,2,1000,,Forklift,
304,KV-20,KV_20,14,22,KV 20,,,,,,6,6,1000,1,1000,,Forklift,
305,KV-21,KV_21,14,22,KV 21,,1994,2004,,,2,6,1000,2,1000,,Forklift,
306,KV-22,KV_22,14,22,KV 22,,,,,,6,6,1000,1,1000,,Forklift,
307,KV-23,KV_23,14,22,KV 23,,1994,2004,,,2,6,1000,2,1000,,Forklift,
308,KV-24,KV_24,14,17,KV 24,,1997,2004,,,2,6,1000,2,1000,,Forklift,
309,KV-25,KV_25,14,69,KV 25,,2011,2012,,,6,6,1000,1,1000,,Forklift,
310,KV-26,KV_26,14,69,KV 26,,2011,2012,,,6,6,1000,1,1000,,Forklift,
311,KV-27,KV_27,14,69,KV 27,,2011,2012,,,6,6,1000,1,1000,,Forklift,
312,KV-28,KV_28,14,69,KV 28,,2011,2012,,,6,6,1000,1,1000,,Forklift,
313,KV-29,KV_29,14,69,KV 29,,2011,2012,,,6,6,1000,1,1000,,Forklift,
314,KV-30,KV_30,14,69,KV 30,,2011,2012,,,6,6,1000,1,1000,,Forklift,
315,KV-31,KV_31,14,69,KV 31,,2011,2012,,,6,6,1000,1,1000,,Forklift,
316,KV-32,KV_32,14,69,KV 32,,2011,2012,,,6,6,1000,1,1000,,Forklift,
317,KV-33,KV_33,14,69,KV 33,,2011,2012,,,6,6,1000,1,1000,,Forklift,
318,KV-34,KV_34,14,69,KV 34,,2011,2012,,,6,6,1000,1,1000,,Forklift,
319,KV-35,KV_35,14,69,KV 35,,2011,2012,,,6,6,1000,1,1000,,Forklift,
320,KV-36,KV_36,14,69,KV 36,,2011,2012,,,6,6,1000,1,1000,,Forklift,
321,KV-37,KV_37,14,69,KV 37,,2011,2012,,,6,6,1000,1,1000,,Forklift,
322,ST-01,ST_01,14,22,ST 01,,2003,2003,566853,50334,2,13,1000,4,1000,,Forklift,
323,ST-02,ST_02,14,22,ST 02,,2003,2003,566869,50334,2,13,1000,4,1000,,Forklift,
324,ST-03,ST_03,14,22,ST 03,,2007,2007,DR20558,M821936,13,13,1000,4,1000,,Forklift,
325,ST-04,ST_04,14,22,ST 04,,2001,2001,558175,4D94E-41236,2,13,1000,4,1000,,Forklift,
326,ST-05,ST_05,14,22,ST 05,,1996,2003,453850,169585,2,13,1000,4,1000,,Forklift,
327,XNK034,XNK034,14,22,,,,,,,14,14,1000,7,1000,,Forklift,
328,XNK035,XNK035,14,22,,,,,,,14,14,1000,7,1000,,Forklift,
329,XNK036,XNK036,14,22,,,,,,,14,14,1000,7,1000,,Forklift,
330,XNK037,XNK037,14,22,,,,,,,14,14,1000,7,1000,,Forklift,
331,XNK038,XNK038,14,22,,,,,,,14,14,1000,7,1000,,Forklift,
332,XNK039,XNK039,14,22,,,,,,,14,14,1000,7,1000,,Forklift,
333,XNK040,XNK040,14,22,,,,,,,14,14,1000,7,1000,,Forklift,
334,XNK041,XNK041,14,22,,,,,,,14,14,1000,7,1000,,Forklift,
335,XNK042,XNK042,14,22,,,,,,,14,14,1000,7,1000,,Forklift,
336,XNK043,XNK043,14,22,,,,,,,14,14,1000,7,1000,,Forklift,
337,XNK044,XNK044,14,17,,,,,,,14,14,1000,7,1000,,Forklift,
338,XNK045,XNK045,14,17,,,,,,,14,14,1000,7,1000,,Forklift,
339,XNK046,XNK046,14,17,,,,,,,14,14,1000,7,1000,,Forklift,
340,XNK047,XNK047,14,17,,,,,,,14,14,1000,7,1000,,Forklift,
341,XNK048,XNK048,14,17,,,,,,,14,14,1000,7,1000,,Forklift,
342,XNK049,XNK049,14,17,,,,,,,14,14,1000,7,1000,,Forklift,
343,XNK050,XNK050,14,17,,,,,,,14,14,1000,7,1000,,Forklift,
344,XNK051,XNK051,14,17,,,,,,,14,14,1000,7,1000,,Forklift,
345,XNK052,XNK052,14,17,,,,,,,14,14,1000,7,1000,,Forklift,
346,XNK053,XNK053,14,17,,,,,,,14,14,1000,7,1000,,Forklift,
347,KT-01,KT01,19,22,,,,,441484,13817,5,5,1000,1,1000,,,
348,KT-02,KT02,19,22,,,,,FG 20-6,35512,5,5,1000,1,1000,,,
349,KT-03,KT03,19,17,,,,,FD25Z4,2500,5,5,1000,1,1000,,,
350,KT-04,KT04,19,22,,,,,FD25.333216,53734,5,5,1000,1,1000,,,
351,KT-05,KT05,19,23,,,,,55598,K2A115,5,5,1000,2,1000,,,
352,KT-06,KT06,19,22,,,,,562342,01N08,5,5,1000,7,1000,,,
353,KT-07,KT07,19,22,,,,,545120,32801,5,5,1000,3,1000,,,
354,KT-08,KT08,19,24,,,,,,DB 54813,5,5,1000,1,1000,,,
355,KT-09,KT09,19,19,,,,,2528088,76596,5,5,1000,1,1000,,,
356,KT-10,KT10,19,17,,,,,,6Y026,5,5,1000,1,1000,,,
357,KT-16,KT16,19,25,,,,,934595,389779,5,5,1000,1,1000,,,
358,KT-17,KT17,19,25,,,,,848431,350868,5,5,1000,1,1000,,,
359,KT-18,KT18,19,25,,,,,325744,362380,5,5,1000,1,1000,,,
360,KT-20,KT20,19,19,,,,,2FG1010698,KE 14901,5,5,1000,5,1000,,,
361,CT-01,CT01,17,9,,,,,,,5,5,1000,1,1000,,,
362,TBN002,TBN002,17,9,,,,,,,5,5,1000,7,1000,,,
363,TBN003,TBN003,17,9,,,,,,,5,5,1000,7,1000,,,
364,TBN004,TBN004,17,9,,,,,,,2,5,1000,3,1000,,,
365,TBN005,TBN005,18,6,,,,,,,2,5,1000,1,1000,,,
366,BT1,BT1,22,9,,,,,,,7,7,1000,8,1000,,,
367,BX1,BX1,20,9,,,,,,,7,7,1000,8,1000,,,
368,BX2,BX2,20,9,,,,,,,7,7,1000,8,1000,,,
369,BL1,BL1,21,9,,,,,,,7,7,1000,9,1000,,,
370,KT11,KT11,15,26,,,,,35919,17632,5,5,1000,1,1000,,,
371,KT12,KT12,15,26,,,,,77590,926669,5,5,1000,1,1000,,,
372,KT13,KT13,15,26,,,,,89519,1003044,5,5,1000,1,1000,,,
373,KT14,KT14,15,26,,,,,43759,,5,5,1000,1,1000,,,
374,KT15,KT15,15,27,,,,,31326A,D 905,5,5,1000,5,1000,,,
375,VT01,VT01,19,70,,19MT-2371,,,,,2,19,1000,1,1000,,,
376,NB011,NB011,33,28,,3P-30-14,1988,1992,,,2,19,1000,1,1000,,,
377,NB02,NB02,23,28,,QH-4650,1980,1993,,,2,34,1000,7,1000,,,
378,NB07,NB07,23,28,,Không đăng ký,1994,1995,,,2,6,1000,1,1000,,,
379,NB08,NB08,23,28,,Không đăng ký,1994,1995,,,6,6,1000,1,1000,,,
380,NB09,NB09,23,28,,Không đăng ký,1994,1995,,,6,6,1000,1,1000,,,
381,NB11,NB11,23,28,,Không đăng ký,1994,1995,,,2,6,1000,1,1000,,,
382,NB12,NB12,23,28,,Không đăng ký,1994,1995,,,6,6,1000,1,1000,,,
383,NB14,NB14,23,28,,Không đăng ký,1994,1995,,,6,6,1000,1,1000,,,
384,NB15,NB15,23,28,,Không đăng ký,1994,1995,,,6,6,1000,1,1000,,,
385,NB16,NB16,23,28,,Không đăng ký,1994,1995,,,2,6,1000,1,1000,,,
386,NB17,NB17,24,33,,80K-0631,1994,1995,,,2,34,1000,7,1000,,,
387,NB18,NB18,24,33,,80K-0632,1994,1995,,,2,34,1000,7,1000,,,
388,NB19,NB19,24,33,,80K-0634,1994,1995,,,2,34,1000,7,1000,,,
389,NB20,NB20,24,33,,80K-0633,1994,1995,,,2,34,1000,7,1000,,,
390,NB21,NB21,24,33,,80K-0630,1994,1995,,,2,34,1000,7,1000,,,
391,NB22,NB22,24,33,,80K-0636,1994,1995,,,2,34,1000,3,1000,,,
392,NB23,NB23,24,33,,80K-0635,1994,1995,,,2,6,1000,1,1000,,,
393,NB24,NB24,24,33,,80K-0629,1994,1995,,,2,6,1000,1,1000,,,
394,NB27,NB27,23,29,,Không đăng ký,1997,1998,,,2,10,1000,1,1000,,,
395,NB28,NB28,23,29,,Không đăng ký,1997,1998,,,2,10,1000,1,1000,,,
396,NB29,NB29,23,29,,Không đăng ký,1997,1998,,,2,10,1000,1,1000,,,
397,NB30,NB30,23,29,,Không đăng ký,1997,1998,,,2,10,1000,1,1000,,,
398,NB31,NB31,23,29,,Không đăng ký,1997,1998,,,2,10,1000,1,1000,,,
399,NB32,NB32,23,29,,Không đăng ký,1997,1998,,,2,10,1000,1,1000,,,
400,NB33,NB33,23,29,,Không đăng ký,1997,1998,,,2,10,1000,1,1000,,,
401,NB34,NB34,23,29,,Không đăng ký,1997,1998,,,2,10,1000,1,1000,,,
402,NB35,NB35,23,29,,Không đăng ký,1997,1998,,,2,10,1000,1,1000,,,
403,NB36,NB36,23,29,,Không đăng ký,1997,1998,,,2,10,1000,1,1000,,,
404,NB37,NB37,23,29,,Không đăng ký,1998,1999,,,2,10,1000,1,1000,,,
405,NB38,NB38,23,29,,Không đăng ký,1998,1999,,,2,10,1000,1,1000,,,
406,NB39,NB39,23,29,,Không đăng ký,1998,1999,,,2,10,1000,1,1000,,,
407,NB40,NB40,23,29,,Không đăng ký,1998,1999,,,2,10,1000,1,1000,,,
408,NB41,NB41,23,29,,Không đăng ký,1998,1999,,,2,10,1000,1,1000,,,
409,NB42,NB42,23,29,,Không đăng ký,1998,1999,,,2,10,1000,1,1000,,,
410,NB43,NB43,24,33,,80K-1314,1999,2000,,,2,6,1000,1,1000,,,
411,NB44,NB44,24,33,,80K-1319,1999,2000,,,2,34,1000,7,1000,,,
412,NB45,NB45,24,33,,80K-1321,1999,2000,,,2,28,1000,1,1000,,,
413,NB46,NB46,24,33,,80K-1308,1999,2000,,,2,6,1000,1,1000,,,
414,NB47,NB47,24,33,,80K-1304,1999,2000,,,2,7,1000,8,1000,,,
415,NB48,NB48,24,33,,80K-1309,1999,2000,,,2,34,1000,7,1000,,,
416,NB49,NB49,24,33,,80K-1306,1999,2000,,,2,6,1000,1,1000,,,
417,NB50,NB50,24,33,,80K-1318,1999,2000,,,2,6,1000,1,1000,,,
418,NB51,SM110,24,33,,80K-1317,1999,2000,2106959,111782,2,10,1000,1,1000,,,
419,NB53,NB53,24,33,,80K-1316,1999,2000,,,2,5,1000,1,1000,,,
420,NB54,NB54,24,33,,80K-1320,1999,2000,,,2,7,1000,8,1000,,,
421,NB55,NB55,24,33,,80K-1313,1999,2000,,,2,34,1000,7,1000,,,
422,NB56,NB56,24,33,,80K-1310,1999,2000,,,2,34,1000,7,1000,,,
423,NB57,NB57,24,33,,80K-1315,1999,2000,,,2,7,1000,8,1000,,,
424,NB58,NB58,24,33,,80K-1312,1999,2000,,,2,6,1000,1,1000,,,
425,NB59,SM113,24,33,,80K-1305,1999,2000,2101992,104847,2,10,1000,1,1000,,,
426,NB60,NB60,24,33,,80K-1307,1999,2000,,,2,34,1000,7,1000,,,
427,NB61,NB61,24,33,,80K-1535,2001,2001,,,2,34,1000,1,1000,,,
428,NB62,NB62,24,33,,80K-1561,2001,2001,,,2,7,1000,8,1000,,,
429,NB64,NB64,24,33,,80K-1533,2001,2001,,,2,7,1000,8,1000,,,
430,NB65,NB65,24,33,,80K-1536,2001,2001,,,2,34,1000,7,1000,,,
431,NB67,NB67,24,33,,80K-1543,2001,2001,,,2,34,1000,3,1000,,,
432,NB68,NB68,24,33,,80K-1559,2001,2001,,,2,34,1000,7,1000,,,
433,NB69,NB69,24,33,,80K-1554,2001,2001,,,2,28,1000,1,1000,,,
434,NB70,NB70,24,33,,80K-1546,2001,2001,,,2,34,1000,7,1000,,,
435,NB71,SM111,24,33,,80K-1537,2001,2001,2146294,167837,2,10,1000,1,1000,,,
436,NB73,NB73,24,33,,80K-1541,2001,2001,,,2,6,1000,1,1000,,,
437,NB74,SM116,24,33,,80K1557,2001,2001,2146200,167934,2,10,1000,1,1000,,,
438,NB75,SM115,24,33,,80K-1545,2001,2001,2145804,167161,2,10,1000,1,1000,,,
439,NB76,NB76,24,33,,80K-1555,2001,2001,,,2,34,1000,7,1000,,,
440,NB77,NB77,24,33,,80K-1548,2001,2001,,,2,34,1000,7,1000,,,
441,NB78,NB78,24,33,,,2001,2001,,,6,6,1000,1,1000,,,
442,NB79,NB79,24,33,,80K-1551,2001,2001,,,2,7,1000,8,1000,,,
443,NB80,NB80,24,33,,80K-1540,2001,2001,,,2,7,1000,8,1000,,,
444,NB81,NB81,24,33,,80K-1553,2001,2001,,,2,34,1000,1,1000,,,
445,NB82,NB82,24,33,,80K-1560,2001,2001,,,2,34,1000,1,1000,,,
446,NB85,NB85,24,33,,80K-1562,2001,2001,,,2,34,1000,7,1000,,,
447,NB86,NB86,24,33,,80K-1542,2001,2001,,,2,34,1000,7,1000,,,
448,NB87,NB87,24,33,,80K-1550,2001,2001,,,2,7,1000,8,1000,,,
449,NB88,NB88,24,33,,80K 1538,2001,2001,,,2,34,1000,7,1000,,,
450,NB89,SM112,24,33,,80K-1549,2001,2001,2145808,167157,2,10,1000,1,1000,,,
451,NB90,NB90,24,33,,80K1544,2001,2001,,,2,28,1000,1,1000,,,
452,NB91,NB91,24,28,,80K-1854,2002,2003,,,2,28,1000,1,1000,,,
453,NB92,NB92,24,28,,80K-1926,2002,2003,,,2,28,1000,1,1000,,,
454,NB93,NB93,24,31,,,2003,2003,,,3,30,1000,1,1000,,,
455,NB94,NB94,24,31,,80K-1994,2003,2003,,,3,30,1000,1,1000,,,
456,NB95,NB95,24,31,,80K-1995,2003,2003,,,3,30,1000,1,1000,,,
457,NB96,NB96,24,28,,80K-1996,2003,2003,,,13,39,1000,4,1000,,,
458,NB97,NB97,24,28,,80K-1997,2003,2003,,,13,39,1000,4,1000,,,
459,NB98,NB98,24,28,,80K-1998,2003,2003,,,2,10,1000,1,1000,,,
460,NB99,NB99,24,28,,80K-2000,2003,2003,,,2,14,1000,7,1000,,,
461,NB100,NB100,24,28,,80K-2001,2003,2003,,,2,6,1000,1,1000,,,
462,NB101,NB101,24,28,,80K-2002,2003,2003,,,3,30,1000,1,1000,,,
463,NB102,NB102,24,28,,80K-2003,2003,2003,,,2,6,1000,1,1000,,,
464,NB103,NB103,24,28,,80K-2004,2003,2003,,,2,6,1000,1,1000,,,
465,NB104,NB104,24,28,,80K-2005,2003,2003,,,2,6,1000,1,1000,,,
466,NB105,NB105,24,28,,80K-2006,2003,2003,,,2,10,1000,1,1000,,,
467,NB106,NB106,24,28,,80K-2007,2003,2003,,,2,10,1000,1,1000,,,
468,NB107,NB107,24,28,,80K-2008,2003,2003,,,13,39,1000,4,1000,,,
469,NB108,NB108,24,28,,80K-2009,2003,2003,,,2,6,1000,1,1000,,,
470,NB109,NB109,24,28,,80K-2010,2003,2003,,,3,10,1000,1,1000,,,
471,NB110,NB110,24,28,,80K-2011,2003,2003,,,2,6,1000,1,1000,,,
472,NB112,SM11,24,28,,80K-2099,2004,2004,,,3,30,1000,1,1000,,,
473,NB113,NB113,24,28,,80K-2096,2004,2004,,,2,10,1000,1,1000,,,
474,NB114,NB114,24,28,,80K-2097,2004,2004,,,2,10,1000,1,1000,,,
475,NB115,NB115,24,28,,80K-2095,2004,2004,,,3,30,1000,1,1000,,,
476,NB116,NB116,24,28,,80K-2094,2004,2004,,,3,30,1000,1,1000,,,
477,NB117,NB117,24,28,,,2004,2004,,,3,30,1000,1,1000,,,
478,NB118,NB118,24,28,,80K-2092,2004,2004,,,2,10,1000,1,1000,,,
479,NB119,NB119,24,28,,,2004,2004,,,3,30,1000,1,1000,,,
480,NB120,NB120,24,28,,80K-2090,2004,2004,,,2,10,1000,1,1000,,,
481,NB121,NB121,23,34,,Không đăng ký,2006,2007,,,2,1,1000,1,1000,,,
482,NB122,NB122,23,34,,Không đăng ký,2006,2007,,,2,1,1000,1,1000,,,
483,NB123,NB123,23,34,,Không đăng ký,2006,2007,,,2,1,1000,1,1000,,,
484,NB124,NB124,23,34,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
485,NB125,NB125,23,34,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
486,NB126,NB126,23,34,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
487,NB127,NB127,23,34,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
488,NB128,NB128,23,34,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
489,NB129,NB129,23,34,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
490,NB130,NB130,23,34,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
491,NB131,NB131,23,34,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
492,NB132,NB132,23,34,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
493,NB133,NB133,23,34,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
494,NB134,NB134,23,34,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
495,NB135,NB135,23,34,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
496,NB136,NB136,23,7,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
497,NB137,NB137,23,7,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
498,NB138,NB138,23,7,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
499,NB139,NB139,23,7,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
500,NB140,NB140,23,7,,Không đăng ký,2007,2007,,,2,1,1000,1,1000,,,
501,NB141,NB141,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
502,NB142,NB142,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
503,NB143,NB143,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
504,NB144,NB144,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
505,NB145,NB145,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
506,NB146,NB146,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
507,NB147,NB147,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
508,NB148,NB148,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
509,NB149,NB149,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
510,NB150,NB150,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
511,NB151,NB151,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
512,NB152,NB152,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
513,NB153,NB153,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
514,NB154,NB154,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
515,NB155,NB155,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
516,NB156,NB156,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
517,NB157,NB157,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
518,NB158,NB158,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
519,NB159,NB159,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
520,NB160,NB160,23,7,,Không đăng ký,2008,2008,,,2,1,1000,1,1000,,,
521,NB161,NB161,23,35,,Không đăng ký,2009,2009,,,2,1,1000,1,1000,,,
522,NB162,NB162,23,35,,Không đăng ký,2009,2009,,,2,1,1000,1,1000,,,
523,NB163,NB163,23,35,,Không đăng ký,2009,2009,,,2,1,1000,1,1000,,,
524,NB164,NB164,23,35,,Không đăng ký,2009,2009,,,2,1,1000,1,1000,,,
525,NB165,NB165,23,35,,Không đăng ký,2009,2009,,,2,1,1000,1,1000,,,
526,NB273,NB273,23,7,,Không đăng ký,2009,2009,,,2,1,1000,1,1000,,,
527,CM02,CM02,23,7,,Không đăng ký,2009,2009,,,11,12,1000,3,1000,,,
528,NB274,NB274,23,7,,Không đăng ký,2009,2009,,,11,1,1000,1,1000,,,
529,CM04,CM04,23,7,,Không đăng ký,2009,2009,,,11,12,1000,3,1000,,,
530,CM05,CM05,23,7,,Không đăng ký,2009,2009,,,11,12,1000,3,1000,,,
531,CM06,CM06,23,7,,Không đăng ký,2009,2009,,,11,12,1000,3,1000,,,
532,NB275,NB275,23,7,,Không đăng ký,2009,2009,,,11,1,1000,1,1000,,,
533,NB276,NB276,23,7,,Không đăng ký,2009,2009,,,11,1,1000,1,1000,,,
534,CM09,CM09,23,7,,Không đăng ký,2009,2009,,,11,12,1000,3,1000,,,
535,CM10,CM10,23,7,,Không đăng ký,2009,2009,,,11,12,1000,3,1000,,,
536,CM11,CM11,23,7,,Không đăng ký,2010,2010,,,11,12,1000,3,1000,,,
537,CM12,CM12,23,7,,Không đăng ký,2010,2010,,,11,12,1000,3,1000,,,
538,NB277,NB277,23,7,,Không đăng ký,2010,2010,,,11,1,1000,1,1000,,,
539,CM14,CM14,23,7,,Không đăng ký,2010,2010,,,11,12,1000,3,1000,,,
540,CM15,CM15,23,7,,Không đăng ký,2010,2010,,,11,12,1000,3,1000,,,
541,NB177,NB177,23,34,,Không đăng ký,2009,2010,,,14,1,1000,1,1000,,,
542,NB178,NB178,23,34,,Không đăng ký,2009,2010,,,14,1,1000,1,1000,,,
543,NB179,NB179,23,34,,Không đăng ký,2009,2010,,,14,1,1000,1,1000,,,
544,NB180,NB180,23,34,,Không đăng ký,2009,2010,,,14,1,1000,1,1000,,,
545,NB181,NB181,23,34,,Không đăng ký,2009,2010,,,14,1,1000,1,1000,,,
546,NB182,NB182,23,34,,Không đăng ký,2009,2010,,,14,1,1000,1,1000,,,
547,NB183,NB183,23,34,,Không đăng ký,2009,2010,,,14,1,1000,1,1000,,,
548,NB184,NB184,23,34,,Không đăng ký,2009,2010,,,14,1,1000,1,1000,,,
549,NB185,NB185,23,34,,Không đăng ký,2009,2010,,,14,1,1000,1,1000,,,
550,NB186,NB186,23,34,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
551,NB187,NB187,23,34,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
552,NB188,NB188,23,34,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
553,NB189,NB189,23,34,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
554,NB190,NB190,23,34,,Không đăng ký,2010,2010,,,5,1,1000,1,1000,,,
